,tokens,labels
23921,"It is very useful for several reasons : when I want to call someone , I do n't need to look after a phone box .",1
23922,"people can phone me at anytime they want from everywhere when I go out , sometimes my parents are worried so they phone to me if everything is going alright .",1
23923,"Finally , there is a TV in my parent 's car .",1
23924,"We can watch TV , there is also a map so when we get lost , it is very east to find out the place .",1
23925,"As a conclusion , I agree that modern technology has changed my daily life but I am sure that in the future , my life will not be the same as now because more modern technology will appear .",1
23926,"Dear Mr. Smith : I am writting in order to complain about the musical show "" Over the rainbow "" .",1
23927,"At first , the advertisement said that the show was starring by Tina Truelove and Danny Brook , that was not true , Danny Brook did not act in the show , it was a different actor and I got disappointed with him .",1
23928,"In order to the times , the show was supposed to start at 19.30 and it started at 20.15 , nobody likes to wait 45 minutes just watching empty scenary .",1
23929,"Another thing , the tickets .",0
23930,"The advertisement said that there were discounts available , that was false , there were not any kind of discounts .",1
23931,"After all I just wanted to go to the restaurant of the theatre and have something to eat , but it was closed because the police had closed it .",1
23932,They had closed it because they had found the food in bad conditions .,1
23933,"Just to finish , the advertisement said that the show would be a perfect evening out , let me tell that it was n't not .",1
23934,"I paid a full ticket without discounts to wait 45 minutes , to see a musical show with a bad actor and after all could not have a sandwich because the restaurant was closed .",1
23935,I think the theatre should give me my money back and I hope you do it .,1
23936,Yours faithfully .,0
23937,Technology .,0
23938,"The technology has changed , is changing and it will change our daily lifes .",1
23939,"Technology is improving every day , soon everything will be done by a machine .",0
23940,"Now we can cook in a easier way than ten years before , we can talk with somebody who is 10000 kilometres from us and we can know what 's happening in the other part of the world .",1
23941,"Another thing is changing our life is the computer , especially Internet .",1
23942,More and more people are connecting through the net .,1
23943,Soon we wo n't need to get out from our homes .,1
23944,"Now we can buy everything by Internet , we can see what 's happening in Wall Street , we can send mail in a easier way , by e-mail and many people has started to work at home by their computers .",1
23945,Technology has changed so much our daily lifes that we wo n't be able to live without it .,1
23946,"Nobody can imagine to live without a T.V. , a computer , a microwave , a telephone .",1
23947,"There are machines for everything , to write , to cook , to go from one place to other , to talk with somebody who is not with you .",1
23948,Our lifes are very different from our grandparent 's lifes and that 's because the technology .,1
23949,"Dear manager , I am writing to complain about a musical show which is called "" Over The Rainbow "" and ask for money back .",1
23950,This show was presented by the Circle Theatre .,0
23951,"First of all , the poster told me that this show was performed by Danny Brook and Tina Truelove but there was different actor .",1
23952,I am so disappointed .,0
23953,"Secondly , the show was expected to start at 19:30 but it started at 20:15 .",1
23954,I have been waiting for 45 minuties .,1
23955,The poster also told me that I could visit the theatre restaurant after the show .,0
23956,"As you know the show started late , so , I was not able to go to the theatre restaurant because it was closed before the show has been finished .",1
23957,"Thirdly , there was no discounts available but it was printed on the poster .",1
23958,"If there was no discounts , do n't write it on the poster .",1
23959,I got confused and disappointed again .,1
23960,"Finally , I would like to have my money back .",0
23961,I am looking forward for your prompt reply and improvement .,1
23962,"Yours Faithfully , How has modern technology changed your daily life ?",0
23963,The world is changing every day .,0
23964,"So , modern technology is needed to meet the requirement .",1
23965,"In an every single day , many modern technology is produced and it really affects or changes our daily life .",1
23966,The most important development is the internet system which is connected to the whole world 's computers by some telephone liens .,1
23967,You can send a letter to your friend by an e-mail but not writting it on a piece of paper and send it by post .,1
23968,It just takes you a few minutes .,0
23969,How convenience it is !,1
23970,"There are also much more advantages , you can buy somethings in a supermarket by only a mail order , you do n't need to go out of your home .",1
23971,"Other than the internet system , there is also many modern technology which is changing our daily life .",1
23972,"For example , we can go to the Mars and do some invesgation .",1
23973,"So , we know much more about our universe .",0
23974,Some modern technology is also put into the transport system .,1
23975,"For example , trains can go faster and aeroplanes can travel faster .",0
23976,The modern technology has changed our daily life .,1
23977,It aims at improving our standard of life and makes us live more comfortably .,1
23978,So I think the changes are good .,0
23979,"Dear Sir , I 'm writing this letter to you because I 'm very disappointed and I believe you have to hang me some money back .",1
23980,Last week I was in London to see your new musical show .,0
23981,Before I bought my ticket and booked train and hotel reservations I 'd read a lot good reviews about that show and I thought it was a great moment to share with friends .,1
